,0
3958,2011-04-23 19:58:00-04:00
3959,2011-04-23 19:59:00-04:00
3960,2011-04-23 20:00:00-04:00
3961,2011-04-23 20:01:00-04:00
3962,2011-04-23 20:02:00-04:00
3963,2011-04-23 20:03:00-04:00
3964,2011-04-23 20:04:00-04:00
3965,2011-04-23 20:05:00-04:00
3966,2011-04-23 20:06:00-04:00
3967,2011-04-23 20:07:00-04:00
3968,2011-04-23 20:08:00-04:00
3969,2011-04-23 20:09:00-04:00
3970,2011-04-23 20:10:00-04:00
3971,2011-04-23 20:11:00-04:00
3972,2011-04-23 20:12:00-04:00
3973,2011-04-23 20:13:00-04:00
3974,2011-04-23 20:14:00-04:00
3975,2011-04-23 20:15:00-04:00
3976,2011-04-23 20:16:00-04:00
3977,2011-04-23 20:17:00-04:00
3978,2011-04-23 20:18:00-04:00
3979,2011-04-23 20:19:00-04:00
3980,2011-04-23 20:20:00-04:00
3981,2011-04-23 20:21:00-04:00
3982,2011-04-23 20:22:00-04:00
3983,2011-04-23 20:23:00-04:00
3984,2011-04-23 20:24:00-04:00
3985,2011-04-23 20:25:00-04:00
3986,2011-04-23 20:26:00-04:00
3987,2011-04-23 20:27:00-04:00
3988,2011-04-23 20:28:00-04:00
3989,2011-04-23 20:29:00-04:00
3990,2011-04-23 20:30:00-04:00
3991,2011-04-23 20:31:00-04:00
3992,2011-04-23 20:32:00-04:00
3993,2011-04-23 20:33:00-04:00
3994,2011-04-23 20:34:00-04:00
3995,2011-04-23 20:35:00-04:00
3996,2011-04-23 20:36:00-04:00
3997,2011-04-23 20:37:00-04:00
3998,2011-04-23 20:38:00-04:00
3999,2011-04-23 20:39:00-04:00
4000,2011-04-23 20:40:00-04:00
4001,2011-04-23 20:41:00-04:00
4002,2011-04-23 20:42:00-04:00
4003,2011-04-23 20:43:00-04:00
4004,2011-04-23 20:44:00-04:00
4005,2011-04-23 20:45:00-04:00
4006,2011-04-23 20:46:00-04:00
4007,2011-04-23 20:47:00-04:00
4008,2011-04-23 20:48:00-04:00
4009,2011-04-23 20:49:00-04:00
4010,2011-04-23 20:50:00-04:00
4011,2011-04-23 20:51:00-04:00
4012,2011-04-23 20:52:00-04:00
4013,2011-04-23 20:53:00-04:00
4014,2011-04-23 20:54:00-04:00
4015,2011-04-23 20:55:00-04:00
4016,2011-04-23 20:56:00-04:00
4017,2011-04-23 20:57:00-04:00
4018,2011-04-23 20:58:00-04:00
4019,2011-04-23 20:59:00-04:00
4020,2011-04-23 21:00:00-04:00
4021,2011-04-23 21:01:00-04:00
4022,2011-04-23 21:02:00-04:00
4023,2011-04-23 21:03:00-04:00
4024,2011-04-23 21:04:00-04:00
4025,2011-04-23 21:05:00-04:00
4026,2011-04-23 21:06:00-04:00
4027,2011-04-23 21:07:00-04:00
4028,2011-04-23 21:08:00-04:00
4029,2011-04-23 21:09:00-04:00
4030,2011-04-23 21:10:00-04:00
4031,2011-04-23 21:11:00-04:00
4032,2011-04-23 21:12:00-04:00
4033,2011-04-23 21:13:00-04:00
4034,2011-04-23 21:14:00-04:00
4035,2011-04-23 21:15:00-04:00
4036,2011-04-23 21:16:00-04:00
4037,2011-04-23 21:17:00-04:00
4038,2011-04-23 21:18:00-04:00
4039,2011-04-23 21:19:00-04:00
4040,2011-04-23 21:20:00-04:00
4041,2011-04-23 21:21:00-04:00
4042,2011-04-23 21:22:00-04:00
4043,2011-04-23 21:23:00-04:00
4044,2011-04-23 21:24:00-04:00
4045,2011-04-23 21:25:00-04:00
4046,2011-04-23 21:26:00-04:00
4047,2011-04-23 21:27:00-04:00
4048,2011-04-23 21:28:00-04:00
4049,2011-04-23 21:29:00-04:00
4050,2011-04-23 21:30:00-04:00
4051,2011-04-23 21:31:00-04:00
4052,2011-04-23 21:32:00-04:00
4053,2011-04-23 21:33:00-04:00
4054,2011-04-23 21:34:00-04:00
4055,2011-04-23 21:35:00-04:00
4056,2011-04-23 21:36:00-04:00
4057,2011-04-23 21:37:00-04:00
4058,2011-04-23 21:38:00-04:00
4059,2011-04-23 21:39:00-04:00
4060,2011-04-23 21:40:00-04:00
4061,2011-04-23 21:41:00-04:00
4062,2011-04-23 21:42:00-04:00
4063,2011-04-23 21:43:00-04:00
4064,2011-04-23 21:44:00-04:00
4065,2011-04-23 21:45:00-04:00
4066,2011-04-23 21:46:00-04:00
4067,2011-04-23 21:47:00-04:00
4068,2011-04-23 21:48:00-04:00
4069,2011-04-23 21:49:00-04:00
4070,2011-04-23 21:50:00-04:00
4071,2011-04-23 21:51:00-04:00
4072,2011-04-23 21:52:00-04:00
4073,2011-04-23 21:53:00-04:00
4074,2011-04-23 21:54:00-04:00
4075,2011-04-23 21:55:00-04:00
4076,2011-04-23 21:56:00-04:00
4077,2011-04-23 21:57:00-04:00
4078,2011-04-23 21:58:00-04:00
4079,2011-04-23 21:59:00-04:00
4080,2011-04-23 22:00:00-04:00
4081,2011-04-23 22:01:00-04:00
4082,2011-04-23 22:02:00-04:00
4083,2011-04-23 22:03:00-04:00
4084,2011-04-23 22:04:00-04:00
4085,2011-04-23 22:05:00-04:00
4086,2011-04-23 22:06:00-04:00
4087,2011-04-23 22:07:00-04:00
4088,2011-04-23 22:08:00-04:00
4089,2011-04-23 22:09:00-04:00
4090,2011-04-23 22:10:00-04:00
4091,2011-04-23 22:11:00-04:00
4092,2011-04-23 22:12:00-04:00
4093,2011-04-23 22:13:00-04:00
4094,2011-04-23 22:14:00-04:00
4095,2011-04-23 22:15:00-04:00
4096,2011-04-23 22:16:00-04:00
4097,2011-04-23 22:17:00-04:00
4098,2011-04-23 22:18:00-04:00
4099,2011-04-23 22:19:00-04:00
4100,2011-04-23 22:20:00-04:00
4101,2011-04-23 22:21:00-04:00
4102,2011-04-23 22:22:00-04:00
4103,2011-04-23 22:23:00-04:00
4104,2011-04-23 22:24:00-04:00
4105,2011-04-23 22:25:00-04:00
4106,2011-04-23 22:26:00-04:00
4107,2011-04-23 22:27:00-04:00
4108,2011-04-23 22:28:00-04:00
4109,2011-04-23 22:29:00-04:00
4110,2011-04-23 22:30:00-04:00
4111,2011-04-23 22:31:00-04:00
4112,2011-04-23 22:32:00-04:00
4113,2011-04-23 22:33:00-04:00
4114,2011-04-23 22:34:00-04:00
4115,2011-04-23 22:35:00-04:00
4116,2011-04-23 22:36:00-04:00
4117,2011-04-23 22:37:00-04:00
4118,2011-04-23 22:38:00-04:00
4119,2011-04-23 22:39:00-04:00
4120,2011-04-23 22:40:00-04:00
4121,2011-04-23 22:41:00-04:00
4122,2011-04-23 22:42:00-04:00
4123,2011-04-23 22:43:00-04:00
4124,2011-04-23 22:44:00-04:00
4125,2011-04-23 22:45:00-04:00
4126,2011-04-23 22:46:00-04:00
4127,2011-04-23 22:47:00-04:00
4128,2011-04-23 22:48:00-04:00
4129,2011-04-23 22:49:00-04:00
4130,2011-04-23 22:50:00-04:00
4131,2011-04-23 22:51:00-04:00
4132,2011-04-23 22:52:00-04:00
4133,2011-04-23 22:53:00-04:00
4134,2011-04-23 22:54:00-04:00
4135,2011-04-23 22:55:00-04:00
4136,2011-04-23 22:56:00-04:00
4137,2011-04-23 22:57:00-04:00
4138,2011-04-23 22:58:00-04:00
4139,2011-04-23 22:59:00-04:00
4140,2011-04-23 23:00:00-04:00
4141,2011-04-23 23:01:00-04:00
4142,2011-04-23 23:02:00-04:00
4143,2011-04-23 23:03:00-04:00
4144,2011-04-23 23:04:00-04:00
4145,2011-04-23 23:05:00-04:00
4146,2011-04-23 23:06:00-04:00
4147,2011-04-23 23:07:00-04:00
4148,2011-04-23 23:08:00-04:00
4149,2011-04-23 23:09:00-04:00
4150,2011-04-23 23:10:00-04:00
4151,2011-04-23 23:11:00-04:00
4152,2011-04-23 23:12:00-04:00
4153,2011-04-23 23:13:00-04:00
4154,2011-04-23 23:14:00-04:00
4155,2011-04-23 23:15:00-04:00
4156,2011-04-23 23:16:00-04:00
4157,2011-04-23 23:17:00-04:00
4158,2011-04-23 23:18:00-04:00
4159,2011-04-23 23:19:00-04:00
4160,2011-04-23 23:20:00-04:00
4161,2011-04-23 23:21:00-04:00
4162,2011-04-23 23:22:00-04:00
4163,2011-04-23 23:23:00-04:00
4164,2011-04-23 23:24:00-04:00
4165,2011-04-23 23:25:00-04:00
4166,2011-04-23 23:26:00-04:00
4167,2011-04-23 23:27:00-04:00
4168,2011-04-23 23:28:00-04:00
4169,2011-04-23 23:29:00-04:00
4170,2011-04-23 23:30:00-04:00
4171,2011-04-23 23:31:00-04:00
4172,2011-04-23 23:32:00-04:00
4173,2011-04-23 23:33:00-04:00
4174,2011-04-23 23:34:00-04:00
4175,2011-04-23 23:35:00-04:00
4176,2011-04-23 23:36:00-04:00
4177,2011-04-23 23:37:00-04:00
4178,2011-04-23 23:38:00-04:00
4179,2011-04-23 23:39:00-04:00
4180,2011-04-23 23:40:00-04:00
4181,2011-04-23 23:41:00-04:00
4182,2011-04-23 23:42:00-04:00
4183,2011-04-23 23:43:00-04:00
4184,2011-04-23 23:44:00-04:00
4185,2011-04-23 23:45:00-04:00
4186,2011-04-23 23:46:00-04:00
4187,2011-04-23 23:47:00-04:00
4188,2011-04-23 23:48:00-04:00
4189,2011-04-23 23:49:00-04:00
4190,2011-04-23 23:50:00-04:00
4191,2011-04-23 23:51:00-04:00
4192,2011-04-23 23:52:00-04:00
4193,2011-04-23 23:53:00-04:00
4194,2011-04-23 23:54:00-04:00
4195,2011-04-23 23:55:00-04:00
4196,2011-04-23 23:56:00-04:00
4197,2011-04-23 23:57:00-04:00
4198,2011-04-23 23:58:00-04:00
4199,2011-04-23 23:59:00-04:00
4200,2011-04-24 00:00:00-04:00
4201,2011-04-24 00:01:00-04:00
4202,2011-04-24 00:02:00-04:00
4203,2011-04-24 00:03:00-04:00
4204,2011-04-24 00:04:00-04:00
4205,2011-04-24 00:05:00-04:00
4206,2011-04-24 00:06:00-04:00
4207,2011-04-24 00:07:00-04:00
4208,2011-04-24 00:08:00-04:00
4209,2011-04-24 00:09:00-04:00
4210,2011-04-24 00:10:00-04:00
4211,2011-04-24 00:11:00-04:00
4212,2011-04-24 00:12:00-04:00
4213,2011-04-24 00:13:00-04:00
4214,2011-04-24 00:14:00-04:00
4215,2011-04-24 00:15:00-04:00
4216,2011-04-24 00:16:00-04:00
4217,2011-04-24 00:17:00-04:00
4218,2011-04-24 00:18:00-04:00
4219,2011-04-24 00:19:00-04:00
4220,2011-04-24 00:20:00-04:00
4221,2011-04-24 00:21:00-04:00
4222,2011-04-24 00:22:00-04:00
4223,2011-04-24 00:23:00-04:00
4224,2011-04-24 00:24:00-04:00
4225,2011-04-24 00:25:00-04:00
4226,2011-04-24 00:26:00-04:00
4227,2011-04-24 00:27:00-04:00
4228,2011-04-24 00:28:00-04:00
4229,2011-04-24 00:29:00-04:00
4230,2011-04-24 00:30:00-04:00
4231,2011-04-24 00:31:00-04:00
4232,2011-04-24 00:32:00-04:00
4233,2011-04-24 00:33:00-04:00
4234,2011-04-24 00:34:00-04:00
4235,2011-04-24 00:35:00-04:00
4236,2011-04-24 00:36:00-04:00
4237,2011-04-24 00:37:00-04:00
4238,2011-04-24 00:38:00-04:00
4239,2011-04-24 00:39:00-04:00
4240,2011-04-24 00:40:00-04:00
4241,2011-04-24 00:41:00-04:00
4242,2011-04-24 00:42:00-04:00
4243,2011-04-24 00:43:00-04:00
4244,2011-04-24 00:44:00-04:00
4245,2011-04-24 00:45:00-04:00
4246,2011-04-24 00:46:00-04:00
4247,2011-04-24 00:47:00-04:00
4248,2011-04-24 00:48:00-04:00
4249,2011-04-24 00:49:00-04:00
4250,2011-04-24 00:50:00-04:00
4251,2011-04-24 00:51:00-04:00
4252,2011-04-24 00:52:00-04:00
4253,2011-04-24 00:53:00-04:00
4254,2011-04-24 00:54:00-04:00
4255,2011-04-24 00:55:00-04:00
4256,2011-04-24 00:56:00-04:00
4257,2011-04-24 00:57:00-04:00
4258,2011-04-24 00:58:00-04:00
4259,2011-04-24 00:59:00-04:00
4260,2011-04-24 01:00:00-04:00
4261,2011-04-24 01:01:00-04:00
4262,2011-04-24 01:02:00-04:00
4263,2011-04-24 01:03:00-04:00
4264,2011-04-24 01:04:00-04:00
4265,2011-04-24 01:05:00-04:00
4266,2011-04-24 01:06:00-04:00
4267,2011-04-24 01:07:00-04:00
4268,2011-04-24 01:08:00-04:00
4269,2011-04-24 01:09:00-04:00
4270,2011-04-24 01:10:00-04:00
4271,2011-04-24 01:11:00-04:00
4272,2011-04-24 01:12:00-04:00
4273,2011-04-24 01:13:00-04:00
4274,2011-04-24 01:14:00-04:00
4275,2011-04-24 01:15:00-04:00
4276,2011-04-24 01:16:00-04:00
4277,2011-04-24 01:17:00-04:00
4278,2011-04-24 01:18:00-04:00
4279,2011-04-24 01:19:00-04:00
4280,2011-04-24 01:20:00-04:00
4281,2011-04-24 01:21:00-04:00
4282,2011-04-24 01:22:00-04:00
4283,2011-04-24 01:23:00-04:00
4284,2011-04-24 01:24:00-04:00
4285,2011-04-24 01:25:00-04:00
4286,2011-04-24 01:26:00-04:00
4287,2011-04-24 01:27:00-04:00
4288,2011-04-24 01:28:00-04:00
4289,2011-04-24 01:29:00-04:00
4290,2011-04-24 01:30:00-04:00
4291,2011-04-24 01:31:00-04:00
4292,2011-04-24 01:32:00-04:00
4293,2011-04-24 01:33:00-04:00
4294,2011-04-24 01:34:00-04:00
4295,2011-04-24 01:35:00-04:00
4296,2011-04-24 01:36:00-04:00
4297,2011-04-24 01:37:00-04:00
4298,2011-04-24 01:38:00-04:00
4299,2011-04-24 01:39:00-04:00
4300,2011-04-24 01:40:00-04:00
4301,2011-04-24 01:41:00-04:00
4302,2011-04-24 01:42:00-04:00
4303,2011-04-24 01:43:00-04:00
4304,2011-04-24 01:44:00-04:00
4305,2011-04-24 01:45:00-04:00
4306,2011-04-24 01:46:00-04:00
4307,2011-04-24 01:47:00-04:00
4308,2011-04-24 01:48:00-04:00
4309,2011-04-24 01:49:00-04:00
4310,2011-04-24 01:50:00-04:00
4311,2011-04-24 01:51:00-04:00
4312,2011-04-24 01:52:00-04:00
4313,2011-04-24 01:53:00-04:00
4314,2011-04-24 01:54:00-04:00
4315,2011-04-24 01:55:00-04:00
4316,2011-04-24 01:56:00-04:00
4317,2011-04-24 01:57:00-04:00
4318,2011-04-24 01:58:00-04:00
4319,2011-04-24 01:59:00-04:00
4320,2011-04-24 02:00:00-04:00
4321,2011-04-24 02:01:00-04:00
4322,2011-04-24 02:02:00-04:00
4323,2011-04-24 02:03:00-04:00
4324,2011-04-24 02:04:00-04:00
4325,2011-04-24 02:05:00-04:00
4326,2011-04-24 02:06:00-04:00
4327,2011-04-24 02:07:00-04:00
4328,2011-04-24 02:08:00-04:00
4329,2011-04-24 02:09:00-04:00
4330,2011-04-24 02:10:00-04:00
4331,2011-04-24 02:11:00-04:00
4332,2011-04-24 02:12:00-04:00
4333,2011-04-24 02:13:00-04:00
4334,2011-04-24 02:14:00-04:00
4335,2011-04-24 02:15:00-04:00
4336,2011-04-24 02:16:00-04:00
4337,2011-04-24 02:17:00-04:00
4338,2011-04-24 02:18:00-04:00
4339,2011-04-24 02:19:00-04:00
4340,2011-04-24 02:20:00-04:00
4341,2011-04-24 02:21:00-04:00
4342,2011-04-24 02:22:00-04:00
4343,2011-04-24 02:23:00-04:00
4344,2011-04-24 02:24:00-04:00
4345,2011-04-24 02:25:00-04:00
4346,2011-04-24 02:26:00-04:00
4347,2011-04-24 02:27:00-04:00
4348,2011-04-24 02:28:00-04:00
4349,2011-04-24 02:29:00-04:00
4350,2011-04-24 02:30:00-04:00
4351,2011-04-24 02:31:00-04:00
4352,2011-04-24 02:32:00-04:00
4353,2011-04-24 02:33:00-04:00
4354,2011-04-24 02:34:00-04:00
4355,2011-04-24 02:35:00-04:00
4356,2011-04-24 02:36:00-04:00
4357,2011-04-24 02:37:00-04:00
4358,2011-04-24 02:38:00-04:00
4359,2011-04-24 02:39:00-04:00
4360,2011-04-24 02:40:00-04:00
4361,2011-04-24 02:41:00-04:00
4362,2011-04-24 02:42:00-04:00
4363,2011-04-24 02:43:00-04:00
4364,2011-04-24 02:44:00-04:00
4365,2011-04-24 02:45:00-04:00
4366,2011-04-24 02:46:00-04:00
4367,2011-04-24 02:47:00-04:00
4368,2011-04-24 02:48:00-04:00
4369,2011-04-24 02:49:00-04:00
4370,2011-04-24 02:50:00-04:00
4371,2011-04-24 02:51:00-04:00
4372,2011-04-24 02:52:00-04:00
4373,2011-04-24 02:53:00-04:00
4374,2011-04-24 02:54:00-04:00
4375,2011-04-24 02:55:00-04:00
4376,2011-04-24 02:56:00-04:00
4377,2011-04-24 02:57:00-04:00
4378,2011-04-24 02:58:00-04:00
4379,2011-04-24 02:59:00-04:00
4380,2011-04-24 03:00:00-04:00
4381,2011-04-24 03:01:00-04:00
4382,2011-04-24 03:02:00-04:00
4383,2011-04-24 03:03:00-04:00
4384,2011-04-24 03:04:00-04:00
4385,2011-04-24 03:05:00-04:00
4386,2011-04-24 03:06:00-04:00
4387,2011-04-24 03:07:00-04:00
4388,2011-04-24 03:08:00-04:00
4389,2011-04-24 03:09:00-04:00
4390,2011-04-24 03:10:00-04:00
4391,2011-04-24 03:11:00-04:00
4392,2011-04-24 03:12:00-04:00
4393,2011-04-24 03:13:00-04:00
4394,2011-04-24 03:14:00-04:00
4395,2011-04-24 03:15:00-04:00
4396,2011-04-24 03:16:00-04:00
4397,2011-04-24 03:17:00-04:00
4398,2011-04-24 03:18:00-04:00
4399,2011-04-24 03:19:00-04:00
4400,2011-04-24 03:20:00-04:00
4401,2011-04-24 03:21:00-04:00
4402,2011-04-24 03:22:00-04:00
4403,2011-04-24 03:23:00-04:00
4404,2011-04-24 03:24:00-04:00
4405,2011-04-24 03:25:00-04:00
4406,2011-04-24 03:26:00-04:00
4407,2011-04-24 03:27:00-04:00
4408,2011-04-24 03:28:00-04:00
4409,2011-04-24 03:29:00-04:00
4410,2011-04-24 03:30:00-04:00
4411,2011-04-24 03:31:00-04:00
4412,2011-04-24 03:32:00-04:00
4413,2011-04-24 03:33:00-04:00
4414,2011-04-24 03:34:00-04:00
4415,2011-04-24 03:35:00-04:00
4416,2011-04-24 03:36:00-04:00
4417,2011-04-24 03:37:00-04:00
4418,2011-04-24 03:38:00-04:00
4419,2011-04-24 03:39:00-04:00
4420,2011-04-24 03:40:00-04:00
4421,2011-04-24 03:41:00-04:00
4422,2011-04-24 03:42:00-04:00
4423,2011-04-24 03:43:00-04:00
4424,2011-04-24 03:44:00-04:00
4425,2011-04-24 03:45:00-04:00
4426,2011-04-24 03:46:00-04:00
4427,2011-04-24 03:47:00-04:00
4428,2011-04-24 03:48:00-04:00
4429,2011-04-24 03:49:00-04:00
4430,2011-04-24 03:50:00-04:00
4431,2011-04-24 03:51:00-04:00
4432,2011-04-24 03:52:00-04:00
4433,2011-04-24 03:53:00-04:00
4434,2011-04-24 03:54:00-04:00
4435,2011-04-24 03:55:00-04:00
4436,2011-04-24 03:56:00-04:00
4437,2011-04-24 03:57:00-04:00
4438,2011-04-24 03:58:00-04:00
4439,2011-04-24 03:59:00-04:00
4440,2011-04-24 04:00:00-04:00
4441,2011-04-24 04:01:00-04:00
4442,2011-04-24 04:02:00-04:00
4443,2011-04-24 04:03:00-04:00
4444,2011-04-24 04:04:00-04:00
4445,2011-04-24 04:05:00-04:00
4446,2011-04-24 04:06:00-04:00
4447,2011-04-24 04:07:00-04:00
4448,2011-04-24 04:08:00-04:00
4449,2011-04-24 04:09:00-04:00
4450,2011-04-24 04:10:00-04:00
4451,2011-04-24 04:11:00-04:00
4452,2011-04-24 04:12:00-04:00
4453,2011-04-24 04:13:00-04:00
4454,2011-04-24 04:14:00-04:00
4455,2011-04-24 04:15:00-04:00
4456,2011-04-24 04:16:00-04:00
4457,2011-04-24 04:17:00-04:00
4458,2011-04-24 04:18:00-04:00
4459,2011-04-24 04:19:00-04:00
4460,2011-04-24 04:20:00-04:00
4461,2011-04-24 04:21:00-04:00
4462,2011-04-24 04:22:00-04:00
4463,2011-04-24 04:23:00-04:00
4464,2011-04-24 04:24:00-04:00
4465,2011-04-24 04:25:00-04:00
4466,2011-04-24 04:26:00-04:00
4467,2011-04-24 04:27:00-04:00
4468,2011-04-24 04:28:00-04:00
4469,2011-04-24 04:29:00-04:00
4470,2011-04-24 04:30:00-04:00
4471,2011-04-24 04:31:00-04:00
4472,2011-04-24 04:32:00-04:00
4473,2011-04-24 04:33:00-04:00
4474,2011-04-24 04:34:00-04:00
4475,2011-04-24 04:35:00-04:00
4476,2011-04-24 04:36:00-04:00
4477,2011-04-24 04:37:00-04:00
4478,2011-04-24 04:38:00-04:00
4479,2011-04-24 04:39:00-04:00
4480,2011-04-24 04:40:00-04:00
4481,2011-04-24 04:41:00-04:00
4482,2011-04-24 04:42:00-04:00
4483,2011-04-24 04:43:00-04:00
4484,2011-04-24 04:44:00-04:00
4485,2011-04-24 04:45:00-04:00
4486,2011-04-24 04:46:00-04:00
4487,2011-04-24 04:47:00-04:00
4488,2011-04-24 04:48:00-04:00
4489,2011-04-24 04:49:00-04:00
4490,2011-04-24 04:50:00-04:00
4491,2011-04-24 04:51:00-04:00
4492,2011-04-24 04:52:00-04:00
4493,2011-04-24 04:53:00-04:00
4494,2011-04-24 04:54:00-04:00
4495,2011-04-24 04:55:00-04:00
4496,2011-04-24 04:56:00-04:00
4497,2011-04-24 04:57:00-04:00
4498,2011-04-24 04:58:00-04:00
4499,2011-04-24 04:59:00-04:00
4500,2011-04-24 05:00:00-04:00
4501,2011-04-24 05:01:00-04:00
4502,2011-04-24 05:02:00-04:00
4503,2011-04-24 05:03:00-04:00
4504,2011-04-24 05:04:00-04:00
4505,2011-04-24 05:05:00-04:00
4506,2011-04-24 05:06:00-04:00
4507,2011-04-24 05:07:00-04:00
4508,2011-04-24 05:08:00-04:00
4509,2011-04-24 05:09:00-04:00
4510,2011-04-24 05:10:00-04:00
4511,2011-04-24 05:11:00-04:00
4512,2011-04-24 05:12:00-04:00
4513,2011-04-24 05:13:00-04:00
4514,2011-04-24 05:14:00-04:00
4515,2011-04-24 05:15:00-04:00
4516,2011-04-24 05:16:00-04:00
4517,2011-04-24 05:17:00-04:00
4518,2011-04-24 05:18:00-04:00
4519,2011-04-24 05:19:00-04:00
4520,2011-04-24 05:20:00-04:00
4521,2011-04-24 05:21:00-04:00
4522,2011-04-24 05:22:00-04:00
4523,2011-04-24 05:23:00-04:00
4524,2011-04-24 05:24:00-04:00
4525,2011-04-24 05:25:00-04:00
4526,2011-04-24 05:26:00-04:00
4527,2011-04-24 05:27:00-04:00
4528,2011-04-24 05:28:00-04:00
4529,2011-04-24 05:29:00-04:00
4530,2011-04-24 05:30:00-04:00
4531,2011-04-24 05:31:00-04:00
4532,2011-04-24 05:32:00-04:00
4533,2011-04-24 05:33:00-04:00
4534,2011-04-24 05:34:00-04:00
4535,2011-04-24 05:35:00-04:00
4536,2011-04-24 05:36:00-04:00
4537,2011-04-24 05:37:00-04:00
4538,2011-04-24 05:38:00-04:00
4539,2011-04-24 05:39:00-04:00
4540,2011-04-24 05:40:00-04:00
4541,2011-04-24 05:41:00-04:00
4542,2011-04-24 05:42:00-04:00
4543,2011-04-24 05:43:00-04:00
4544,2011-04-24 05:44:00-04:00
4545,2011-04-24 05:45:00-04:00
4546,2011-04-24 05:46:00-04:00
4547,2011-04-24 05:47:00-04:00
4548,2011-04-24 05:48:00-04:00
4549,2011-04-24 05:49:00-04:00
4550,2011-04-24 05:50:00-04:00
4551,2011-04-24 05:51:00-04:00
4552,2011-04-24 05:52:00-04:00
4553,2011-04-24 05:53:00-04:00
4554,2011-04-24 05:54:00-04:00
4555,2011-04-24 05:55:00-04:00
4556,2011-04-24 05:56:00-04:00
4557,2011-04-24 05:57:00-04:00
4558,2011-04-24 05:58:00-04:00
4559,2011-04-24 05:59:00-04:00
4560,2011-04-24 06:00:00-04:00
4561,2011-04-24 06:01:00-04:00
4562,2011-04-24 06:02:00-04:00
4563,2011-04-24 06:03:00-04:00
4564,2011-04-24 06:04:00-04:00
4565,2011-04-24 06:05:00-04:00
4566,2011-04-24 06:06:00-04:00
4567,2011-04-24 06:07:00-04:00
4568,2011-04-24 06:08:00-04:00
4569,2011-04-24 06:09:00-04:00
4570,2011-04-24 06:10:00-04:00
4571,2011-04-24 06:11:00-04:00
4572,2011-04-24 06:12:00-04:00
4573,2011-04-24 06:13:00-04:00
4574,2011-04-24 06:14:00-04:00
4575,2011-04-24 06:15:00-04:00
4576,2011-04-24 06:16:00-04:00
4577,2011-04-24 06:17:00-04:00
4578,2011-04-24 06:18:00-04:00
4579,2011-04-24 06:19:00-04:00
4580,2011-04-24 06:20:00-04:00
4581,2011-04-24 06:21:00-04:00
4582,2011-04-24 06:22:00-04:00
4583,2011-04-24 06:23:00-04:00
4584,2011-04-24 06:24:00-04:00
4585,2011-04-24 06:25:00-04:00
4586,2011-04-24 06:26:00-04:00
4587,2011-04-24 06:27:00-04:00
4588,2011-04-24 06:28:00-04:00
4589,2011-04-24 06:29:00-04:00
4590,2011-04-24 06:30:00-04:00
4591,2011-04-24 06:31:00-04:00
4592,2011-04-24 06:32:00-04:00
4593,2011-04-24 06:33:00-04:00
4594,2011-04-24 06:34:00-04:00
4595,2011-04-24 06:35:00-04:00
4596,2011-04-24 06:36:00-04:00
4597,2011-04-24 06:37:00-04:00
4598,2011-04-24 06:38:00-04:00
4599,2011-04-24 06:39:00-04:00
4600,2011-04-24 06:40:00-04:00
4601,2011-04-24 06:41:00-04:00
4602,2011-04-24 06:42:00-04:00
4603,2011-04-24 06:43:00-04:00
4604,2011-04-24 06:44:00-04:00
4605,2011-04-24 06:45:00-04:00
4606,2011-04-24 06:46:00-04:00
4607,2011-04-24 06:47:00-04:00
4608,2011-04-24 06:48:00-04:00
4609,2011-04-24 06:49:00-04:00
4610,2011-04-24 06:50:00-04:00
4611,2011-04-24 06:51:00-04:00
4612,2011-04-24 06:52:00-04:00
4613,2011-04-24 06:53:00-04:00
4614,2011-04-24 06:54:00-04:00
4615,2011-04-24 06:55:00-04:00
4616,2011-04-24 06:56:00-04:00
4617,2011-04-24 06:57:00-04:00
4618,2011-04-24 06:58:00-04:00
4619,2011-04-24 06:59:00-04:00
4620,2011-04-24 07:00:00-04:00
4621,2011-04-24 07:01:00-04:00
4622,2011-04-24 07:02:00-04:00
4623,2011-04-24 07:03:00-04:00
4624,2011-04-24 07:04:00-04:00
4625,2011-04-24 07:05:00-04:00
4626,2011-04-24 07:06:00-04:00
4627,2011-04-24 07:07:00-04:00
4628,2011-04-24 07:08:00-04:00
4629,2011-04-24 07:09:00-04:00
4630,2011-04-24 07:10:00-04:00
4631,2011-04-24 07:11:00-04:00
4632,2011-04-24 07:12:00-04:00
4633,2011-04-24 07:13:00-04:00
4634,2011-04-24 07:14:00-04:00
4635,2011-04-24 07:15:00-04:00
4636,2011-04-24 07:16:00-04:00
4637,2011-04-24 07:17:00-04:00
4638,2011-04-24 07:18:00-04:00
4639,2011-04-24 07:19:00-04:00
4640,2011-04-24 07:20:00-04:00
4641,2011-04-24 07:21:00-04:00
4642,2011-04-24 07:22:00-04:00
4643,2011-04-24 07:23:00-04:00
4644,2011-04-24 07:24:00-04:00
4645,2011-04-24 07:25:00-04:00
4646,2011-04-24 07:26:00-04:00
4647,2011-04-24 07:27:00-04:00
4648,2011-04-24 07:28:00-04:00
4649,2011-04-24 07:29:00-04:00
4650,2011-04-24 07:30:00-04:00
4651,2011-04-24 07:31:00-04:00
4652,2011-04-24 07:32:00-04:00
4653,2011-04-24 07:33:00-04:00
4654,2011-04-24 07:34:00-04:00
4655,2011-04-24 07:35:00-04:00
4656,2011-04-24 07:36:00-04:00
